transaction_id,account_id,counterparty_id,jurisdiction,transaction_type,amount,date,flagged
e529ad18-5755-4c3c-a2e7-a68daf99a30a,Account_39,Account_60,India,Online Payment,42506.93,2026-01-01 14:44:56.928488,False
332c2110-49bb-4cc8-8e5a-589bbc4ae259,Account_18,Account_11,France,Cash Deposit,16771.91,2026-01-05 14:44:56.928494,False
c123280d-faad-44e7-8822-76f8eae66cee,Account_49,Account_31,Russia,Online Payment,27169.3,2026-04-09 14:44:56.928500,False
1b1a0995-6fcf-48fe-bba2-4cc088b5d64b,Account_53,Account_64,Iran,Wire Transfer,6485.12,2025-11-14 14:44:56.928507,False
19e62d41-2701-4f8a-a632-c9ba5c06f468,Account_35,Account_32,UK,Online Payment,23926.51,2026-04-18 14:44:56.928514,False
536fd776-a6c4-4a4a-ab13-c5e3a2493a9a,Account_53,Account_60,Germany,Wire Transfer,15426.97,2025-10-26 14:44:56.928520,False
0c29cee2-a20c-4f73-b226-ddf4f45926e9,Account_53,Account_89,China,Wire Transfer,20982.4,2026-06-19 14:44:56.928527,False
627e1005-0f61-4c36-a73d-6be649f298e0,Account_70,Account_77,Cuba,ACH,35136.1,2026-05-06 14:44:56.928533,False
726ac2e1-59c7-4936-8f52-871b3efa0dc3,Account_37,Account_33,Iran,Online Payment,4662.61,2026-06-20 14:44:56.928540,False
81137fe5-fcf2-491d-a7d4-2fa3d46931f1,Account_84,Account_95,USA,ACH,48647.66,2026-03-30 14:44:56.928546,False
fa7eea99-8f17-4ee1-b701-ca54e1f15178,Account_26,Account_36,Syria,Online Payment,25511.62,2026-06-24 14:44:56.928553,False
eaa715b5-c48b-4507-a293-b3348fd46ce3,Account_100,Account_32,Iran,Cash Deposit,38615.47,2026-04-21 14:44:56.928559,False
016f7d39-1df4-499d-a352-e222b788d7e3,Account_62,Account_79,Russia,Cash Deposit,4662.65,2026-06-05 14:44:56.928566,False
d65f598f-6c7e-498b-9296-6b32dd8a6a77,Account_41,Account_95,Germany,Cash Deposit,33947.36,2026-03-25 14:44:56.928572,False
035d7f12-4c83-4ea0-a859-62c855280c77,Account_26,Account_94,India,ACH,26829.49,2026-05-02 14:44:56.928578,False
5d2e862b-288e-434c-a6da-d0f6c7643358,Account_89,Account_55,North Korea,ACH,44664.45,2026-05-01 14:44:56.928585,False
85d6eb98-fdc1-4a53-9118-1788c014e580,Account_24,Account_41,Iran,Cash Deposit,45546.24,2025-08-16 14:44:56.928591,False
1d73b9b3-971e-4c0f-be3f-da9302084d06,Account_71,Account_29,Iran,Online Payment,45722.34,2026-05-16 14:44:56.928597,False
137ebc1e-b8a9-4c37-acd9-c62743439565,Account_18,Account_73,China,Wire Transfer,39496.72,2026-01-16 14:44:56.928604,False
7844c1d0-e79f-49ea-b7cd-d319437625d3,Account_94,Account_72,Iran,Wire Transfer,24296.0,2025-07-28 14:44:56.928611,False
349cd7b3-3636-4baa-9ca2-9c8e8fc6df79,Account_55,Account_90,USA,Wire Transfer,22584.24,2025-12-17 14:44:56.928617,False
9f9c6e84-016d-48e0-b3a1-640221f73601,Account_15,Account_78,India,Wire Transfer,12875.12,2026-04-29 14:44:56.928624,False
ec3e79fa-b2d3-47b3-9c4b-90588c9645c4,Account_30,Account_58,Myanmar,ACH,30544.01,2026-05-20 14:44:56.928630,False
bcaf9594-44f0-4ca1-9e24-3c47d2caae5f,Account_87,Account_45,France,Wire Transfer,14104.43,2025-11-13 14:44:56.928637,False
861f7c64-63d9-4463-a82f-fba68de7d7b5,Account_36,Account_56,Russia,Wire Transfer,5313.74,2026-06-24 14:44:56.928644,False
d1bfc0af-de90-4244-ad74-3920de0c5a25,Account_100,Account_30,North Korea,Cash Deposit,18550.33,2026-04-20 14:44:56.928650,False
70a454b2-f18f-4734-bdba-7884086e0061,Account_61,Account_25,Syria,Online Payment,40225.65,2026-06-07 14:44:56.928656,False
2b34e438-8df2-4ed2-a22f-e7bddaaef2d5,Account_97,Account_30,USA,Wire Transfer,25508.38,2025-12-28 14:44:56.928664,False
f425e394-8a3d-4af1-8411-b6f82d804fbe,Account_75,Account_44,Russia,Online Payment,8888.79,2026-04-15 14:44:56.928670,False
cd6d2702-1ed1-4643-b77b-530079fab2cf,Account_36,Account_76,China,ACH,24573.01,2025-09-02 14:44:56.928676,False
301d1139-6811-4750-b16b-30d0c533726c,Account_72,Account_88,France,ACH,14610.08,2026-06-19 14:44:56.928683,False
1b5b2229-b454-488d-95c0-67df021a74e0,Account_88,Account_95,China,Cash Deposit,5162.65,2025-12-14 14:44:56.928689,False
5d4417f7-d2b6-4b22-a234-2d46af853c26,Account_68,Account_16,Syria,Online Payment,41596.73,2026-06-02 14:44:56.928695,False
983e12e4-6625-411f-845a-0a1cf6d2f438,Account_28,Account_58,Syria,Cash Deposit,41338.67,2025-10-07 14:44:56.928701,False
a5dbf685-026c-4ea0-b498-f80d0b01379a,Account_98,Account_27,France,Cash Deposit,6033.28,2025-12-24 14:44:56.928708,False
6b52bcff-1c45-454d-a9fc-7af15ece4cf7,Account_22,Account_99,China,Wire Transfer,42783.36,2026-03-27 14:44:56.928715,False
41b31d02-4f07-479f-8afa-929fe90b175e,Account_13,Account_71,UK,Online Payment,14191.9,2026-02-09 14:44:56.928721,False
6600e958-e1c5-4e76-9473-32577a781ee6,Account_58,Account_31,Cuba,Wire Transfer,29488.4,2026-05-22 14:44:56.928728,False
9e0f73d9-8550-4f64-8680-2946ac7e30af,Account_23,Account_27,North Korea,Cash Deposit,10848.05,2025-07-28 14:44:56.928734,False
c0000c2b-a156-47ef-98a5-10f5481c3a46,Account_64,Account_91,North Korea,Cash Deposit,6036.75,2026-06-19 14:44:56.928741,False
652ee03e-e97b-467d-8fd3-c6ac20c11c60,Account_89,Account_58,North Korea,ACH,11911.48,2026-06-16 14:44:56.928747,False
3326fb27-9ff3-4522-92f1-985eb4104d5c,Account_15,Account_41,France,Wire Transfer,19879.02,2026-05-17 14:44:56.928754,False
f23efed7-4729-4e0c-8fc3-c46bc0a80abf,Account_17,Account_21,USA,Wire Transfer,13029.42,2025-08-08 14:44:56.928760,False
ff1de54c-fa3f-4d22-81d6-752d609aafdf,Account_64,Account_48,Russia,Online Payment,29201.2,2025-08-01 14:44:56.928767,False
fc2b3e53-7c5e-4ac5-b7dc-7d282dd06dd5,Account_11,Account_58,China,ACH,4774.57,2026-03-26 14:44:56.928773,False
cb2e9be2-af3b-4240-aca4-d98cc8be90cb,Account_65,Account_61,China,ACH,45476.45,2026-04-29 14:44:56.928780,False
be4f9b2c-dea1-4a93-87df-2ef163e8ce73,Account_37,Account_24,India,ACH,25987.37,2026-04-26 14:44:56.928786,False
92e15609-6e2e-4371-bc9f-bbe63515f6c2,Account_57,Account_37,India,Wire Transfer,2167.85,2026-02-20 14:44:56.928793,False
d6c99a20-47be-4ab6-89bb-1e5ded03a267,Account_64,Account_11,North Korea,Online Payment,45007.12,2026-06-12 14:44:56.928800,False
a4bb46b8-e591-4bf7-846f-4954f6d3b795,Account_86,Account_34,Syria,Cash Deposit,3315.95,2025-09-07 14:44:56.928806,False
ea42e47f-11a2-4f83-9b1e-807473ff0b2b,Account_21,Account_39,Russia,Cash Deposit,25960.43,2026-01-06 14:44:56.928812,False
ed016dc7-2096-4507-aa8a-8c4fbba0d013,Account_62,Account_96,Syria,Wire Transfer,4833.6,2025-07-31 14:44:56.928818,False
4b87db6e-4e21-45f7-8123-0c61b7f008b1,Account_19,Account_87,UK,Cash Deposit,4429.72,2025-07-17 14:44:56.928825,False
71c42b49-70c0-4498-9cd3-e286d18c19a8,Account_12,Account_53,Iran,ACH,10125.53,2025-12-23 14:44:56.928831,False
cd5c2869-ceba-4049-a851-72a45bfb9bb8,Account_71,Account_68,UK,Wire Transfer,15939.38,2025-09-21 14:44:56.928837,False
0cd66f85-76c1-4c78-a4b5-32c5779510eb,Account_65,Account_37,France,Cash Deposit,40267.62,2025-07-16 14:44:56.928844,False
ec92ae30-e3a7-467a-a1cf-a29872b3a4b6,Account_61,Account_81,Iran,ACH,19152.42,2025-12-09 14:44:56.928850,False
a36a1e88-88f5-4479-826f-c9741463d9b5,Account_66,Account_34,Cuba,ACH,27666.12,2026-04-20 14:44:56.928856,False
fed7160a-2275-4e93-9b33-af33863cb72f,Account_72,Account_51,Russia,Online Payment,24592.58,2026-04-05 14:44:56.928863,False
229cf17a-231c-4df9-8dba-200fd83ab695,Account_30,Account_11,Iran,Wire Transfer,47247.32,2026-02-17 14:44:56.928869,False
29c3e2af-8b7d-4f5b-b406-03d43bafa3ec,Account_68,Account_14,Russia,Cash Deposit,49478.12,2025-08-02 14:44:56.928875,False
4f10db45-5a27-44b6-b7d7-061eefe40215,Account_82,Account_93,Myanmar,Online Payment,45682.59,2025-10-20 14:44:56.928882,False
ca6769e9-2ed7-4ac4-a792-4674b6490e72,Account_45,Account_40,North Korea,Online Payment,41059.13,2025-11-27 14:44:56.928888,False
d35afdfe-c165-4db2-b320-4c8fd292a9d7,Account_47,Account_78,Cuba,Wire Transfer,4241.5,2026-01-13 14:44:56.928895,False
5c8675a2-eb14-4629-928c-3067b93ce436,Account_98,Account_21,USA,Wire Transfer,6136.04,2026-03-05 14:44:56.928901,False
cc3853b8-2466-41e3-a34e-e064003cd955,Account_49,Account_84,Myanmar,Cash Deposit,17736.75,2025-09-14 14:44:56.928908,False
9b148810-bba0-496e-9c7e-dbe23633fe89,Account_76,Account_65,North Korea,Wire Transfer,11642.25,2026-01-13 14:44:56.928914,False
ca4c3858-6eb3-41e4-97aa-dcfa39065bf7,Account_40,Account_79,Iran,Cash Deposit,33509.46,2025-11-27 14:44:56.928920,False
61936df1-27c0-4bc8-aa74-6dab3ea593cb,Account_84,Account_65,UK,ACH,32276.71,2025-09-13 14:44:56.928927,False
bd03ef57-4407-41a0-a0b3-19a6526ea93c,Account_35,Account_34,North Korea,Cash Deposit,15672.6,2025-09-03 14:44:56.928933,False
9b46c6fd-9bf7-4ac5-adb1-d0b3e80bf60c,Account_67,Account_51,North Korea,Wire Transfer,42056.61,2025-10-02 14:44:56.928940,False
676f40d1-b23f-4986-9304-d2d098228740,Account_84,Account_44,Germany,Cash Deposit,43116.18,2025-09-10 14:44:56.928946,False
af91440b-2e38-4780-a8c5-95e29f598c06,Account_54,Account_61,Cuba,Wire Transfer,28909.65,2026-03-26 14:44:56.928953,False
5e5f0365-0049-491b-9e1e-1de003cea015,Account_40,Account_16,India,Online Payment,37859.17,2025-11-24 14:44:56.928959,False
c596aaeb-1ac6-4722-9d4e-38213052c379,Account_32,Account_41,Cuba,Cash Deposit,23445.72,2025-07-29 14:44:56.928965,False
bebfc3bf-92d2-4569-afd2-e325dcbda536,Account_25,Account_55,North Korea,Wire Transfer,19010.47,2025-12-29 14:44:56.928972,False
bd541eaf-f0fa-4171-8849-2460c6c295e6,Account_71,Account_11,India,ACH,41739.62,2026-06-09 14:44:56.928978,False
123ec535-6dd8-47ef-a005-8ff9249650dd,Account_14,Account_71,Russia,Wire Transfer,24647.04,2026-06-10 14:44:56.928985,False
e490381a-80f4-4f36-8f12-788cd3350129,Account_54,Account_82,Cuba,Online Payment,36068.92,2026-05-25 14:44:56.928991,False
41134707-73a5-4395-be3e-853ddb883516,Account_14,Account_93,India,Cash Deposit,21565.69,2026-06-18 14:44:56.928998,False
098fd446-f24d-4d01-a6c5-d1a78f325ca4,Account_92,Account_100,Syria,ACH,30611.39,2025-09-11 14:44:56.929005,False
4bd6917a-d98d-46ec-96b8-bf94836c1fe1,Account_14,Account_94,Iran,ACH,22095.35,2026-01-03 14:44:56.929012,False
65d0a782-5364-4320-bf7d-7f4a8ec9f87c,Account_44,Account_76,Germany,Wire Transfer,30838.22,2025-12-11 14:44:56.929019,False
67d39267-a17e-43a1-a78d-e6cccfe3d24e,Account_98,Account_65,UK,Cash Deposit,39573.49,2026-01-20 14:44:56.929025,False
be3f7636-a460-4439-b040-7858b634306b,Account_38,Account_41,Syria,Wire Transfer,11122.14,2026-02-21 14:44:56.929031,False
39d83c5c-2221-4c9f-947b-1803b6a64391,Account_56,Account_38,Cuba,Cash Deposit,17972.39,2025-07-11 14:44:56.929038,False
b3742130-1f5e-4147-8131-746cf482bbc0,Account_75,Account_95,UK,Cash Deposit,31061.66,2025-08-22 14:44:56.929044,False
0eb9aa17-13d8-44f7-a87c-bdef20888d2b,Account_23,Account_39,Cuba,Online Payment,46536.17,2026-06-24 14:44:56.929051,False
3f39b739-b8fa-4594-86d8-6d05d7e874eb,Account_15,Account_82,Iran,Wire Transfer,42270.87,2026-07-01 14:44:56.929057,False
15c50ba5-78c9-4b9c-abde-082a8b7bd7ff,Account_43,Account_60,USA,ACH,1076.2,2026-05-10 14:44:56.929064,False
9f0361ab-0315-4e82-83a7-05a0c2f36f60,Account_23,Account_47,France,ACH,29129.09,2026-04-18 14:44:56.929071,False
f64c07f7-3d90-4676-8475-b92a872081ae,Account_39,Account_53,France,ACH,16860.81,2025-11-05 14:44:56.929077,False
fdd98a63-63cc-453e-8715-6e3f21a49443,Account_49,Account_41,Syria,Cash Deposit,15148.68,2025-10-08 14:44:56.929083,False
07824738-b002-4a4f-a2fc-a4bcbb9add5b,Account_68,Account_71,Cuba,ACH,25084.22,2025-08-16 14:44:56.929090,False
ab063164-0a27-4c9c-bcf5-dc570ab3215f,Account_12,Account_67,Germany,Online Payment,27572.44,2025-12-21 14:44:56.929096,False
cbf5921b-a6dc-4a0a-ac89-c75df5b2c50b,Account_53,Account_80,Cuba,ACH,26193.82,2025-09-06 14:44:56.929102,False
360255ed-7ea1-4682-822e-7cad834ed3c1,Account_14,Account_61,Russia,Online Payment,45429.8,2025-09-17 14:44:56.929109,False
be3c460f-6a7f-42cd-89b8-485f91fa576d,Account_57,Account_49,Cuba,ACH,5661.66,2026-06-04 14:44:56.929115,False
19902225-e743-4321-a57e-5d0a1ca6b6d9,Account_55,Account_54,China,Online Payment,26206.41,2026-01-06 14:44:56.929122,False
bb2f09f2-c205-42bb-8032-fd4009072fe2,Account_20,Account_47,Russia,Cash Deposit,14829.55,2025-10-24 14:44:56.929128,False
9fef089d-8e3a-4858-85ba-c28d1962bb8b,Account_73,Account_68,Myanmar,Online Payment,17875.16,2026-05-30 14:44:56.929135,False
eb842cca-f1fd-411e-8117-1fdd0db3732b,Account_45,Account_36,North Korea,Cash Deposit,21308.59,2026-05-24 14:44:56.929142,False
350da64a-05b4-4229-9382-58cbdc782e2c,Account_82,Account_51,China,Wire Transfer,23932.83,2025-08-30 14:44:56.929156,False
1ee1d61e-9784-4f78-b24e-22abdf1db03e,Account_43,Account_93,Iran,Cash Deposit,45443.11,2025-10-21 14:44:56.929163,False
a75e205a-00e3-43dc-9197-fd0a261308c7,Account_83,Account_11,Cuba,Cash Deposit,28996.34,2025-11-05 14:44:56.929169,False
08a77d52-5b3c-454f-b5e9-f01781d3b65c,Account_92,Account_40,China,Wire Transfer,6402.28,2026-02-21 14:44:56.929176,False
0b7ebdb4-20b0-4e5b-9a24-35fa780ab952,Account_89,Account_65,Russia,ACH,35401.21,2026-04-23 14:44:56.929183,False
b6209407-1d9a-496e-8f14-1354c3211291,Account_90,Account_88,Cuba,ACH,23806.47,2026-06-08 14:44:56.929189,False
6182d444-e308-4edf-9e6d-1c2d5c163619,Account_34,Account_12,USA,ACH,32187.66,2026-03-06 14:44:56.929195,False
a621ce72-ca12-4adc-8112-b88c03c7377d,Account_81,Account_49,France,Wire Transfer,4787.64,2026-05-26 14:44:56.929202,False
5397f61b-1b76-433f-8d39-b6b531c7d04d,Account_99,Account_97,UK,Online Payment,20420.24,2025-10-08 14:44:56.929209,False
f7650942-431a-4781-9429-38887c4d3cca,Account_88,Account_40,Russia,Cash Deposit,30662.22,2026-02-10 14:44:56.929215,False
ded6e7c4-32ed-4825-99cf-e6dd612b97b0,Account_89,Account_99,India,Cash Deposit,45701.76,2025-11-24 14:44:56.929222,False
5f315d4c-3aab-49c2-a51a-d4fb2efaef7e,Account_22,Account_52,France,ACH,32965.8,2025-10-16 14:44:56.929228,False
d6109d36-0723-4fcd-9c11-82a171c780dd,Account_55,Account_82,France,ACH,34205.37,2026-06-16 14:44:56.929235,False
e47a96f3-5ff4-43c5-9b28-4252415c8783,Account_57,Account_94,Cuba,Cash Deposit,1125.11,2026-03-17 14:44:56.929241,False
def48328-5a2b-47af-9600-f79cb9d122cd,Account_26,Account_62,USA,ACH,41432.89,2026-01-29 14:44:56.929247,False
06d3e364-c041-4752-938b-b954130fba96,Account_55,Account_13,Germany,Online Payment,43819.46,2025-10-17 14:44:56.929253,False
ebf7df38-a75f-48f1-8043-7481288cb631,Account_94,Account_55,Russia,Online Payment,45505.53,2025-12-11 14:44:56.929260,False
42e645fc-4272-4ce5-8177-20811f6862bb,Account_25,Account_50,USA,Online Payment,35880.25,2026-04-03 14:44:56.929267,False
8e8d3b20-3d8d-46f9-8c8d-ffdbf9f0c0fc,Account_39,Account_74,France,Wire Transfer,16788.42,2025-07-08 14:44:56.929273,False
acc72b05-c5fb-4977-856e-8473997b9e31,Account_37,Account_79,Germany,Online Payment,15154.73,2025-08-22 14:44:56.929279,False
2c8f7150-7968-4b49-9fef-d3ed2221739a,Account_24,Account_68,Iran,ACH,46012.46,2026-01-29 14:44:56.929286,False
8f614262-b757-4c73-9f92-4a665e5f2b72,Account_73,Account_99,Iran,Online Payment,47940.82,2026-05-27 14:44:56.929292,False
fb8b9861-60b6-452d-a3dd-50ca683abcd2,Account_82,Account_82,Syria,Cash Deposit,35835.71,2025-08-03 14:44:56.929299,False
6cf50e69-e7a4-4d07-9e06-230efb07fdef,Account_22,Account_22,Cuba,Wire Transfer,20463.25,2026-01-02 14:44:56.929305,False
60fd2508-ffc8-4b2d-aca7-8a505db7c171,Account_69,Account_27,Russia,Online Payment,5663.92,2026-05-16 14:44:56.929311,False
c08ef8f3-fe0c-4a70-bdea-56aae3b203cb,Account_82,Account_83,Iran,ACH,38823.21,2025-07-07 14:44:56.929318,False
e1d079db-132d-4a44-b5b2-263909734aa0,Account_73,Account_28,Russia,Wire Transfer,4463.07,2026-02-23 14:44:56.929324,False
9b28f1f6-2f20-4e1a-b836-c50ce46b9452,Account_84,Account_71,France,Wire Transfer,2327.55,2026-01-22 14:44:56.929330,False
0b9921e3-7c80-47dc-8ac4-ca00564ddf56,Account_42,Account_82,China,Cash Deposit,13500.79,2025-12-26 14:44:56.929336,False
29ee91e2-c262-48ae-947a-6c07ffdbcedb,Account_52,Account_97,Iran,Cash Deposit,47545.81,2025-11-03 14:44:56.929343,False
0ba1c1cd-8cfb-44e5-bfbb-46dc70561957,Account_100,Account_87,China,Wire Transfer,16344.52,2025-11-16 14:44:56.929349,False
c80df403-23e8-492c-9a22-ffd213ce09a7,Account_78,Account_72,Russia,Cash Deposit,28737.64,2026-03-26 14:44:56.929355,False
52d4ff0a-adce-4daf-94b7-e5bdcde6de46,Account_75,Account_65,UK,Wire Transfer,28651.0,2025-07-25 14:44:56.929361,False
c602832e-1d8b-4dbf-a6d2-d51ca3f9013f,Account_89,Account_29,Iran,Wire Transfer,9025.5,2025-11-02 14:44:56.929367,False
1f9550c8-8d7f-4369-8460-f3d883a1a59a,Account_26,Account_99,Germany,ACH,42595.67,2025-12-12 14:44:56.929374,False
eae572b2-4212-4ef6-847f-40db854810b8,Account_48,Account_66,Iran,Wire Transfer,45628.17,2025-11-14 14:44:56.929380,False
d96e7d1d-e2e1-46ad-81b0-47d1cfad960f,Account_71,Account_76,Syria,Cash Deposit,4277.99,2026-04-20 14:44:56.929386,False
2b8da989-2fc8-4840-bd47-3a0f066eb763,Account_78,Account_54,India,ACH,36729.46,2026-06-21 14:44:56.929392,False
acc89dd0-4abd-45b8-be12-671cbfff2469,Account_43,Account_95,USA,Wire Transfer,43104.37,2025-12-25 14:44:56.929399,False
8e3ef1d0-4d4b-44c6-ab97-c39924ab4a46,Account_29,Account_80,Russia,Wire Transfer,13476.82,2025-10-07 14:44:56.929405,False
c614df51-0d19-461c-a4c2-a24bb418f93e,Account_87,Account_10,Myanmar,Online Payment,8778.48,2025-07-26 14:44:56.929417,False
24bcbdcc-8954-4ce1-b077-9dd61d58a8db,Account_91,Account_15,Syria,ACH,4252.37,2026-01-19 14:44:56.929425,False
ff03a651-6e1a-47d3-88c6-59f5d9b29014,Account_45,Account_41,Russia,Cash Deposit,15749.39,2025-09-24 14:44:56.929431,False
5715a40e-ad8a-4092-8869-7f5f4d2e8c6b,Account_34,Account_73,North Korea,ACH,11242.47,2025-11-11 14:44:56.929438,False
6e9358c6-3f8a-4dbd-83a1-71eaa6ddbd21,Account_68,Account_85,UK,Online Payment,16338.92,2025-07-05 14:44:56.929449,False
f12e0948-d555-46e4-b1aa-61a67f50ba94,Account_66,Account_81,Cuba,Cash Deposit,29008.65,2026-06-27 14:44:56.929457,False
f48281c2-86ac-4c18-81b7-95093bb1227a,Account_74,Account_98,Cuba,ACH,31010.16,2025-11-18 14:44:56.929463,False
d781d7b4-d300-4c1b-93b1-426adf8e4136,Account_53,Account_24,Iran,Online Payment,17273.77,2026-05-20 14:44:56.929470,False
6992182e-80a8-4626-ae7a-9fdb3901467e,Account_41,Account_33,UK,ACH,7596.46,2026-01-20 14:44:56.929476,False
f400bcc5-32eb-46ac-a95f-3bf66047e4ea,Account_81,Account_39,UK,Cash Deposit,22401.46,2026-02-12 14:44:56.929483,False
9eebefbc-0a57-49bc-a744-570ff5509196,Account_82,Account_89,UK,Online Payment,30753.03,2026-05-07 14:44:56.929489,False
113899fe-034e-496e-911d-ae1d9a50ec77,Account_86,Account_53,India,Online Payment,42696.69,2026-03-21 14:44:56.929495,False
685be388-e2d0-49c9-a538-e2f2bc8c0ff8,Account_13,Account_70,UK,ACH,45734.04,2025-07-19 14:44:56.929501,False
9d5bd07e-9193-412a-8566-14b363e418ff,Account_76,Account_55,Cuba,Online Payment,38334.27,2025-08-27 14:44:56.929508,False
c5143a47-5cbc-455d-86fb-21d29ca26e35,Account_99,Account_42,USA,Cash Deposit,43974.53,2026-04-05 14:44:56.929514,False
843e8dce-0c29-4a8d-bc09-52114074c2e7,Account_40,Account_71,Russia,Cash Deposit,14760.08,2026-04-18 14:44:56.929521,False
b0ae15fe-a7d9-41ee-b723-5bd57809d365,Account_68,Account_80,Myanmar,Online Payment,30579.46,2026-05-08 14:44:56.929527,False
d93d9fbb-f60f-4b68-93f5-ac8f152a4ac3,Account_37,Account_90,Germany,Online Payment,1238.59,2026-03-25 14:44:56.929533,False
2654dd3b-aac1-409e-a580-edeb93c70d56,Account_57,Account_68,USA,Online Payment,15846.37,2025-08-31 14:44:56.929540,False
fb49a485-6f48-4e28-8111-c832317780d7,Account_51,Account_45,USA,Wire Transfer,37801.58,2025-08-05 14:44:56.929546,False
20bfdd84-18d6-42a6-af44-3af030772da0,Account_97,Account_68,USA,ACH,10747.18,2026-06-14 14:44:56.929552,False
bc4291cd-a862-451d-bf5f-c20d1200d7db,Account_77,Account_23,Myanmar,Wire Transfer,10502.54,2026-04-24 14:44:56.929559,False
a1bb1fde-abc8-4606-a846-00241f7f9b8b,Account_64,Account_24,Germany,ACH,6369.54,2025-12-01 14:44:56.929565,False
8c7aae7f-cc52-4cd7-a20b-166796866ad0,Account_16,Account_97,Iran,Wire Transfer,24799.66,2025-11-09 14:44:56.929571,False
7d5a49d3-e2e4-4aef-b631-bc3f403b6fe6,Account_89,Account_60,China,Cash Deposit,37826.83,2026-01-07 14:44:56.929577,False
